library,specimen_id,sample_accession,experiment_accession,run_accession,ncbi_taxid,scientific_name,family_taxid,family_name,country,prefix
CDM:APS,TROM_V_42667,SAMEA8201832,ERX5309745,ERR5529284,41964,Asplenium_scolopendrium,41972,Aspleniaceae,Norway,TV42667
CDM:APL,TROM_V_8381,SAMEA8202045,ERX5309746,ERR5529285,240695,Carex_disticha,4609,Cyperaceae,Norway,TV8381
BXA:AKT,TROM_V_148646,SAMEA8201202,ERX5309747,ERR5529286,38844,Euphorbia_cyparissias,3977,Euphorbiaceae,Norway,TV148646
CDM:ALK,TROM_V_135802,SAMEA8201038,ERX5309748,ERR5529287,910636,Erysimum_inconspicuum,3700,Brassicaceae,USA,TV135802
CDM:ADK,TROM_V_135882,SAMEA8201079,ERX5309749,ERR5529288,2042664,Erigeron_muirii,4210,Asteraceae,Canada,TV135882
CDM:AJT,TROM_V_20129,SAMEA8201703,ERX5309750,ERR5529289,1591266,Erigeron_elongatus,4210,Asteraceae,Norway,TV20129
CDM:AEE,TROM_V_109900,SAMEA8200852,ERX5309751,ERR5529290,112517,Hordeum_comosum,4479,Poaceae,Sweden,TV109900
CDM:AUN,TROM_V_48897,SAMEA8201856,ERX5309752,ERR5529291,55764,Bromus_arvensis,4479,Poaceae,Norway,TV48897
CDM:API,TROM_V_108162,SAMEA8200848,ERX5309753,ERR5529292,90397,Echinochloa_crus-galli,4479,Poaceae,Norway,TV108162
BXA:CCM,TROM_V_135703,SAMEA8200987,ERX5309754,ERR5529293,345915,Agrostis_exarata,4479,Poaceae,USA,TV135703
CDM:AJD,TROM_V_135758,SAMEA8201013,ERX5309755,ERR5529294,669636,Barbarea_orthoceras,3700,Brassicaceae,USA,TV135758
CDM:AJF,TROM_V_301404,SAMEA8201777,ERX5309756,ERR5529295,45899,Kalmia_polifolia,4345,Ericaceae,USA,TV301404
CDM:AIW,TROM_V_135924,SAMEA8201099,ERX5309757,ERR5529296,669787,Primula_pumila,4335,Primulaceae,USA,TV135924
CDM:AEC,TROM_V_135754,SAMEA8201011,ERX5309758,ERR5529297,3449,Caltha_palustris,3440,Ranunculaceae,USA,TV135754
CDM:AJI,TROM_V_135815,SAMEA8201043,ERX5309759,ERR5529298,669716,Lagotis_glauca,156152,Plantaginaceae,USA,TV135815
CDM:ADZ,TROM_V_300511,SAMEA8201772,ERX5309760,ERR5529299,149412,Arnica_unalaschcensis,4210,Asteraceae,USA,TV300511
CDM:APT,TROM_V_88231,SAMEA8202085,ERX5309761,ERR5529300,468249,Asplenium_x_adulterinum,41972,Aspleniaceae,Norway,TV88231
CDM:AJU,TROM_V_201866,SAMEA8201716,ERX5309762,ERR5529301,552844,Triantha_occidentalis,85243,Tofieldiaceae,USA,TV201866
CDM:AJG,TROM_V_135810,SAMEA8201040,ERX5309763,ERR5529302,61283,Geum_calthifolium,3745,Rosaceae,USA,TV135810
CDM:AEB,TROM_V_135781,SAMEA8201025,ERX5309764,ERR5529303,99030,Arctanthemum_arcticum,4210,Asteraceae,USA,TV135781
CDM:ALH,TROM_V_135752,SAMEA8201010,ERX5309765,ERR5529304,253622,Caltha_leptosepala,3440,Ranunculaceae,USA,TV135752
CDM:ALJ,TROM_V_201564,SAMEA8201709,ERX5309766,ERR5529305,52830,Elymus_sibiricus,4479,Poaceae,USA,TV201564
CDM:AED,TROM_V_135755,SAMEA8201012,ERX5309767,ERR5529306,93890,Boechera_holboellii,3700,Brassicaceae,Greenland,TV135755
BXA:AVR,TROM_V_25179,SAMEA8201757,ERX5309768,ERR5529307,228874,Berteroa_incana,3700,Brassicaceae,Norway,TV25179
BXA:ALT,TROM_V_66951,SAMEA8201977,ERX5309769,ERR5529308,40954,Aethusa_cynapium,4037,Apiaceae,Norway,TV66951
BXA:BVC,TROM_V_142396,SAMEA8201136,ERX5309770,ERR5529309,51276,Bidens_tripartita,4210,Asteraceae,Norway,TV142396
CDM:ADG,TROM_V_300360,SAMEA8201766,ERX5309771,ERR5529310,669622,Antennaria_rosea,4210,Asteraceae,Canada,TV300360
CDM:AIY,TROM_V_135910,SAMEA8201088,ERX5309772,ERR5529311,75709,Salix_discolor,3688,Salicaceae,Canada,TV135910
CDM:AOZ,TROM_V_43901,SAMEA8201834,ERX5309773,ERR5529312,90345,Abies_balsamea,3318,Pinaceae,Norway,TV43901
CDM:AJL,TROM_V_135876,SAMEA8201077,ERX5309774,ERR5529313,308410,Juncus_brevicaudatus,14101,Juncaceae,Canada,TV135876
BXA:CAS,TROM_V_130692,SAMEA8200891,ERX5309775,ERR5529314,269367,Poa_chaixii,4479,Poaceae,Norway,TV130692
CDM:ABT,TROM_V_201850,SAMEA8201715,ERX5309776,ERR5529315,395326,Tephroseris_frigida,4210,Asteraceae,Canada,TV201850
CDM:APO,TROM_V_145699,SAMEA8201144,ERX5309777,ERR5529316,4499,Avena_fatua,4479,Poaceae,Norway,TV145699
CDM:AEA,TROM_V_300501,SAMEA8201771,ERX5309778,ERR5529317,436204,Arnica_lessingii,4210,Asteraceae,USA,TV300501
CDM:ABU,TROM_V_90143,SAMEA8202132,ERX5309779,ERR5529318,152003,Tephroseris_yukonensis,4210,Asteraceae,USA,TV90143
CDM:AEO,TROM_V_80050,SAMEA8202025,ERX5309780,ERR5529319,124763,Amaranthus_retroflexus,3563,Amaranthaceae,Norway,TV80050
CDM:AJE,TROM_V_135738,SAMEA8201000,ERX5309781,ERR5529320,64024,Actaea_rubra,3440,Ranunculaceae,USA,TV135738
CDM:AMF,TROM_V_13198,SAMEA8200896,ERX5309782,ERR5529321,49064,Antennaria_nordhageniana,4210,Asteraceae,Norway,TV13198
BMB:DL,TROM_V_16951,SAMEA8201426,ERX5309783,ERR5529322,1623456,Heracleum_persicum_x_Heracleum_cf_sphondylium_MKF-2015,4037,Apiaceae,Norway,TV16951
CDM:AXT,TROM_V_83896,SAMEA8202047,ERX5309784,ERR5529323,1546422,Rubus_grabowskii,3745,Rosaceae,Sweden,TV83896
CDM:AJK,TROM_V_135868,SAMEA8201072,ERX5309785,ERR5529324,669688,Eriophorum_callitrix,4609,Cyperaceae,Greenland,TV135868
CDM:APM,TROM_V_74211,SAMEA8202008,ERX5309786,ERR5529325,312740,Carex_disperma,4609,Cyperaceae,Norway,TV74211
CDM:ATM,TROM_V_13417,SAMEA8200927,ERX5309787,ERR5529326,41914,Sceptridium_multifidum,13828,Ophioglossaceae,Norway,TV13417
CDM:AVR,TROM_V_12114,SAMEA8200873,ERX5309788,ERR5529327,140783,Carex_acutiformis,4609,Cyperaceae,Norway,TV12114
CDM:AOX,TROM_V_48865,SAMEA8201854,ERX5309789,ERR5529328,29665,Briza_maxima,4479,Poaceae,Sweden,TV48865
CDM:AKZ,TROM_V_135913,SAMEA8201091,ERX5309790,ERR5529329,1510611,Salix_prolixa,3688,Salicaceae,Canada,TV135913
CDM:ADL,TROM_V_90477,SAMEA8202144,ERX5309791,ERR5529330,90222,Astragalus_tenellus,3803,Fabaceae,Canada,TV90477
CDM:ADH,TROM_V_135853,SAMEA8201065,ERX5309792,ERR5529331,368339,Puccinellia_arctica,4479,Poaceae,Canada,TV135853
CDM:ATA,TROM_V_109902,SAMEA8200853,ERX5309793,ERR5529332,4593,Agropyron_cristatum,4479,Poaceae,Finland,TV109902
CDM:ALO,TROM_V_135865,SAMEA8201071,ERX5309794,ERR5529333,669672,Elymus_macrourus,4479,Poaceae,Canada,TV135865
CDM:AEQ,TROM_V_135695,SAMEA8200983,ERX5309795,ERR5529334,368347,Deschampsia_brevifolia,4479,Poaceae,Greenland,TV135695
CDM:AMX,TROM_V_90521,SAMEA8202147,ERX5309796,ERR5529335,57576,Hedysarum_alpinum,3803,Fabaceae,Canada,TV90521
BMB:MM,TROM_V_68187,SAMEA8201983,ERX5309797,ERR5529336,49054,Antennaria_dioica,4210,Asteraceae,Norway,TV68187
BXA:BMA,TROM_V_135412,SAMEA8200975,ERX5309798,ERR5529337,1891605,Taraxacum_pectinatiforme,4210,Asteraceae,Norway,TV135412
CDM:ATC,TROM_V_58805,SAMEA8201890,ERX5309799,ERR5529338,3316,Thuja_plicata,3367,Cupressaceae,Sweden,TV58805
BXA:CAK,TROM_V_86278,SAMEA8202064,ERX5309800,ERR5529339,50243,Veratrum_album,50362,Melanthiaceae,Norway,TV86278
CDM:ALL,TROM_V_135854,SAMEA8201066,ERX5309801,ERR5529340,669795,Puccinellia_nutkaensis,4479,Poaceae,Greenland,TV135854
BXA:BDR,TROM_V_135643,SAMEA8200982,ERX5309802,ERR5529341,511106,Taraxacum_tenebricans,4210,Asteraceae,Norway,TV135643
CDM:AGT,TROM_V_135767,SAMEA8201018,ERX5309803,ERR5529342,230722,Cerastium_fontanum,3568,Caryophyllaceae,Greenland,TV135767
CDM:AGS,TROM_V_135749,SAMEA8201008,ERX5309804,ERR5529343,669785,Potentilla_egedei,3745,Rosaceae,Greenland,TV135749
CDM:AFB,TROM_V_90484,SAMEA8202146,ERX5309805,ERR5529344,1120560,Salix_serissima,3688,Salicaceae,Canada,TV90484
CDM:AKR,TROM_V_135697,SAMEA8200985,ERX5309806,ERR5529345,312777,Carex_trisperma,4609,Cyperaceae,Greenland,TV135697
CDM:ADM,TROM_V_90480,SAMEA8202145,ERX5309807,ERR5529346,526930,Symphyotrichum_ciliolatum,4210,Asteraceae,Canada,TV90480
BXA:ALG,TROM_V_69697,SAMEA8201986,ERX5309808,ERR5529347,40922,Anethum_graveolens,4037,Apiaceae,Norway,TV69697
CDM:ADI,TROM_V_135872,SAMEA8201075,ERX5309809,ERR5529348,1426240,Anthoxanthum_hirtum_subsp_arcticum,4479,Poaceae,Greenland,TV135872
CDM:AOT,TROM_V_103356,SAMEA8200844,ERX5309810,ERR5529349,140848,Carex_pilulifera,4609,Cyperaceae,Denmark,TV103356
CDM:AGV,TROM_V_135897,SAMEA8201081,ERX5309811,ERR5529350,1114889,Salix_krylovii,3688,Salicaceae,Russia,TV135897
BXA:CAL,TROM_V_128883,SAMEA8200887,ERX5309812,ERR5529351,335190,Vahlodea_atropurpurea,4479,Poaceae,Norway,TV128883
CDM:ABV,TROM_V_201508,SAMEA8201706,ERX5309813,ERR5529352,2042662,Erigeron_alpiniformis,4210,Asteraceae,Greenland,TV201508
BXA:BMB,TROM_V_145498,SAMEA8201142,ERX5309814,ERR5529353,1891604,Taraxacum_oreinum,4210,Asteraceae,Norway,TV145498
CDM:ACD,TROM_V_135938,SAMEA8201105,ERX5309815,ERR5529354,462567,Senecio_triangularis,4210,Asteraceae,Canada,TV135938
CDM:ALE,TROM_V_61105,SAMEA8201901,ERX5309816,ERR5529355,376119,Dupontia_fisheri_subsp_pelligera,4479,Poaceae,Svalbard,TV61105
CDM:AEG,TROM_V_48518,SAMEA8201852,ERX5309817,ERR5529356,1301456,Silene_involucrata_subsp_tenella,3568,Caryophyllaceae,Svalbard,TV48518
BXA:CDQ,TROM_V_63342,SAMEA8201913,ERX5309818,ERR5529357,82354,Cardamine_nymanii,3700,Brassicaceae,Svalbard,TV63342
BXA:CBB,TROM_V_129958,SAMEA8200889,ERX5309819,ERR5529358,34176,Lolium_temulentum,4479,Poaceae,Norway,TV129958
CDM:AVP,TROM_V_56285,SAMEA8201879,ERX5309820,ERR5529359,912382,Carex_atherodes,4609,Cyperaceae,Finland,TV56285
CDM:AHT,TROM_V_17052,SAMEA8201440,ERX5309821,ERR5529360,2005313,Hedlundia_subsimilis,3745,Rosaceae,Norway,TV17052
CDM:AVL,TROM_V_145582,SAMEA8201143,ERX5309822,ERR5529361,3260,Equisetum_telmateia,3256,Equisetaceae,Denmark,TV145582
CDM:AGD,TROM_V_112459,SAMEA8200857,ERX5309823,ERR5529362,271564,Cerastium_semidecandrum,3568,Caryophyllaceae,Denmark,TV112459
CDM:AUL,TROM_V_49036,SAMEA8201857,ERX5309824,ERR5529363,55767,Bromus_racemosus,4479,Poaceae,Denmark,TV49036
CDM:AGR,TROM_V_165368,SAMEA8201386,ERX5309825,ERR5529364,439140,Melampyrum_cristatum,91896,Orobanchaceae,Sweden,TV165368
CDM:AHU,TROM_V_157709,SAMEA8201332,ERX5309826,ERR5529365,137456,Sanguisorba_minor,3745,Rosaceae,Denmark,TV157709
CDM:ABI,TROM_V_163566,SAMEA8201372,ERX5309827,ERR5529366,72429,Hippocrepis_emerus,3803,Fabaceae,Sweden,TV163566
CDM:AUI,TROM_V_49157,SAMEA8201860,ERX5309828,ERR5529367,389630,Calamagrostis_arundinacea,4479,Poaceae,Denmark,TV49157
BXA:CIQ,TROM_V_100672,SAMEA8200840,ERX5309829,ERR5529368,357469,Papaver_dubium,3465,Papaveraceae,Denmark,TV100672
BXA:CHM,TROM_V_128128,SAMEA8200885,ERX5309830,ERR5529369,210730,Epipactis_palustris,4747,Orchidaceae,Denmark,TV128128
BXA:CHT,TROM_V_170159,SAMEA8201436,ERX5309831,ERR5529370,203582,Sisymbrium_officinale,3700,Brassicaceae,Denmark,TV170159
BXA:CAR,TROM_V_109042,SAMEA8200851,ERX5309832,ERR5529371,87704,Poa_flexuosa,4479,Poaceae,Norway,TV109042
CDM:AMS,TROM_V_170887,SAMEA8201449,ERX5309833,ERR5529372,3501,Urtica_dioica,3499,Urticaceae,Denmark,TV170887
CDM:ANZ,TROM_V_172416,SAMEA8201456,ERX5309834,ERR5529373,297476,Cirsium_oleraceum,4210,Asteraceae,Denmark,TV172416
CDM:AGZ,TROM_V_135901,SAMEA8201085,ERX5309835,ERR5529374,1301445,Rumex_sibiricus,3615,Polygonaceae,Russia,TV135901
BXA:CHX,TROM_V_172470,SAMEA8201460,ERX5309836,ERR5529375,65004,Serratula_tinctoria,4210,Asteraceae,Denmark,TV172470
CDM:AKX,TROM_V_143485,SAMEA8201139,ERX5309837,ERR5529376,181181,Buglossoides_arvensis,21571,Boraginaceae,Denmark,TV143485
BXA:BSI,TROM_V_145439,SAMEA8201141,ERX5309838,ERR5529377,1891607,Taraxacum_platyglossum,4210,Asteraceae,Sweden,TV145439
CDM:AID,TROM_V_114495,SAMEA8200864,ERX5309839,ERR5529378,82286,Cardamine_impatiens,3700,Brassicaceae,Denmark,TV114495
CDM:AIA,TROM_V_170117,SAMEA8201431,ERX5309840,ERR5529379,208932,Drabella_muralis,3700,Brassicaceae,Sweden,TV170117
CDM:AHW,TROM_V_152103,SAMEA8201327,ERX5309841,ERR5529380,529450,Rhynchospora_fusca,4609,Cyperaceae,Finland,TV152103
CDM:ANY,TROM_V_114360,SAMEA8200862,ERX5309842,ERR5529381,126279,Cochlearia_danica,3700,Brassicaceae,Finland,TV114360
CDM:AEI,TROM_V_167169,SAMEA8201417,ERX5309843,ERR5529382,226209,Liparis_loeselii,4747,Orchidaceae,Denmark,TV167169
CDM:ALR,TROM_V_115614,SAMEA8200871,ERX5309844,ERR5529383,587664,Leonurus_cardiaca,4136,Lamiaceae,Denmark,TV115614
CDM:AHR,TROM_V_82458,SAMEA8202040,ERX5309845,ERR5529384,673929,Hypericum_montanum,629714,Hypericaceae,Denmark,TV82458
CDM:AJZ,TROM_V_90009,SAMEA8202129,ERX5309846,ERR5529385,669764,Pedicularis_capitata,91896,Orobanchaceae,Canada,TV90009
CDM:AUJ,TROM_V_49087,SAMEA8201859,ERX5309847,ERR5529386,50236,Butomus_umbellatus,50234,Butomaceae,Denmark,TV49087
BXA:CFD,TROM_V_135827,SAMEA8201048,ERX5309848,ERR5529387,669724,Mononeuria_groenlandica,3568,Caryophyllaceae,Greenland,TV135827
CDM:AMU,TROM_V_90239,SAMEA8202134,ERX5309849,ERR5529388,669707,Hulteniella_integrifolia,4210,Asteraceae,Canada,TV90239
BXA:CHC,TROM_V_90232,SAMEA8202133,ERX5309850,ERR5529389,669694,Erysimum_pallasii,3700,Brassicaceae,Canada,TV90232
CDM:AFZ,TROM_V_89707,SAMEA8202108,ERX5309851,ERR5529390,747378,Oxytropis_arctobia,3803,Fabaceae,Canada,TV89707
CDM:ABF,TROM_V_128230,SAMEA8200886,ERX5309852,ERR5529391,55464,Hydrocharis_morsus-ranae,26319,Hydrocharitaceae,Denmark,TV128230
BXA:CIA,TROM_V_112194,SAMEA8200856,ERX5309853,ERR5529392,230711,Scleranthus_perennis,3568,Caryophyllaceae,Germany,TV112194
BXA:CHR,TROM_V_142833,SAMEA8201138,ERX5309854,ERR5529393,50210,Sonchus_palustris,4210,Asteraceae,Denmark,TV142833
CDM:AOE,TROM_V_86534,SAMEA8202065,ERX5309855,ERR5529394,108412,Ceratophyllum_submersum,32203,Ceratophyllaceae,Denmark,TV86534
CDM:AGB,TROM_V_48196,SAMEA8201850,ERX5309856,ERR5529395,388701,Corynephorus_canescens,4479,Poaceae,Norway,TV48196
CDM:AGI,TROM_V_48199,SAMEA8201851,ERX5309857,ERR5529396,455077,Eryngium_maritimum,4037,Apiaceae,Norway,TV48199
CDM:ABL,TROM_V_114905,SAMEA8200867,ERX5309858,ERR5529397,4052,Hedera_helix,4050,Araliaceae,Denmark,TV114905
CDM:AUX,TROM_V_46577,SAMEA8201844,ERX5309859,ERR5529398,388693,Anthoxanthum_aristatum,4479,Poaceae,Denmark,TV46577
BXA:CFK,TROM_V_135814,SAMEA8201042,ERX5309860,ERR5529399,370362,Heuchera_glabra,3792,Saxifragaceae,USA,TV135814
CDM:ADA,TROM_V_135803,SAMEA8201039,ERX5309861,ERR5529400,61236,Fritillaria_camschatcensis,4677,Liliaceae,USA,TV135803
CDM:AFK,TROM_V_135796,SAMEA8201033,ERX5309862,ERR5529401,2005304,Epilobium_leptocarpum,3934,Onagraceae,USA,TV135796
BXA:CEV,TROM_V_135847,SAMEA8201062,ERX5309863,ERR5529402,64435,Polemonium_pulcherrimum,24584,Polemoniaceae,USA,TV135847
BXA:CEZ,TROM_V_135833,SAMEA8201053,ERX5309864,ERR5529403,626332,Papaver_alboroseum,3465,Papaveraceae,USA,TV135833
BXA:CFS,TROM_V_301128,SAMEA8201776,ERX5309865,ERR5529404,558137,Cardamine_purpurea,3700,Brassicaceae,USA,TV301128
CDM:AFO,TROM_V_135921,SAMEA8201096,ERX5309866,ERR5529405,395306,Potentilla_villosa,3745,Rosaceae,USA,TV135921
BXA:CFX,TROM_V_135947,SAMEA8201110,ERX5309867,ERR5529406,134860,Streptopus_amplexifolius,40552,Asparagaceae,USA,TV135947
CDM:AFU,TROM_V_135766,SAMEA8201017,ERX5309868,ERR5529407,526696,Castilleja_unalaschcensis,91896,Orobanchaceae,USA,TV135766
CDM:AKY,TROM_V_135955,SAMEA8201114,ERX5309869,ERR5529408,243113,Valeriana_sitchensis,4200,Caprifoliaceae,USA,TV135955
CDM:ALB,TROM_V_135875,SAMEA8201076,ERX5309870,ERR5529409,253145,Juncus_arcticus,14101,Juncaceae,USA,TV135875
CDM:ADX,TROM_V_135862,SAMEA8201068,ERX5309871,ERR5529410,203104,Veratrum_viride_var_eschscholtzianum,50362,Melanthiaceae,USA,TV135862
BXA:CFI,TROM_V_135817,SAMEA8201044,ERX5309872,ERR5529411,586382,Linum_lewisii,4004,Linaceae,USA,TV135817
CDM:AKJ,TROM_V_135929,SAMEA8201103,ERX5309873,ERR5529412,626089,Rhodiola_integrifolia,3781,Crassulaceae,USA,TV135929
CDM:ARE,TROM_V_136184,SAMEA8201125,ERX5309874,ERR5529413,140850,Carex_podocarpa,4609,Cyperaceae,USA,TV136184
BXA:CLF,TROM_V_135761,SAMEA8201015,ERX5309875,ERR5529414,61297,Artemisia_arctica,4210,Asteraceae,USA,TV135761
BXA:CLO,TROM_V_300280,SAMEA8201764,ERX5309876,ERR5529415,669619,Anemone_narcissiflora_subsp_sibirica,3440,Ranunculaceae,USA,TV300280
BXA:CKT,TROM_V_135925,SAMEA8201100,ERX5309877,ERR5529416,93823,Pyrola_asarifolia,4345,Ericaceae,USA,TV135925
BXA:CFB,TROM_V_135831,SAMEA8201051,ERX5309878,ERR5529417,395295,Oxytropis_maydelliana,3803,Fabaceae,USA,TV135831
BXA:CFC,TROM_V_135828,SAMEA8201049,ERX5309879,ERR5529418,669725,Pseudocherleria_macrocarpa,3568,Caryophyllaceae,USA,TV135828
CDM:AFE,TROM_V_135846,SAMEA8201061,ERX5309880,ERR5529419,206651,Podistera_macounii,4037,Apiaceae,USA,TV135846
CDM:AFG,TROM_V_135838,SAMEA8201056,ERX5309881,ERR5529420,395298,Parnassia_kotzebuei,4305,Celastraceae,USA,TV135838
CDM:AEX,TROM_V_201627,SAMEA8201711,ERX5309882,ERR5529421,669825,Saxifraga_funstonii,3792,Saxifragaceae,USA,TV201627
CDM:AMK,TROM_V_201888,SAMEA8201718,ERX5309883,ERR5529422,2042668,Papaver_keelei,3465,Papaveraceae,USA,TV201888
BXA:CEP,TROM_V_135870,SAMEA8201074,ERX5309884,ERR5529423,211941,Festuca_altaica,4479,Poaceae,USA,TV135870
BXA:CLA,TROM_V_135780,SAMEA8201024,ERX5309885,ERR5529424,157977,Delphinium_brachycentrum,3440,Ranunculaceae,USA,TV135780
BXA:CLE,TROM_V_135764,SAMEA8201016,ERX5309886,ERR5529425,395289,Castilleja_hyperborea,91896,Orobanchaceae,USA,TV135764
CDM:AIK,TROM_V_135917,SAMEA8201094,ERX5309887,ERR5529426,1301413,Potentilla_subgorodkovii,3745,Rosaceae,USA,TV135917
CDM:AKP,TROM_V_91022,SAMEA8202156,ERX5309888,ERR5529427,368374,Poa_leptocoma,4479,Poaceae,USA,TV91022
BXA:CGK,TROM_V_135760,SAMEA8201014,ERX5309889,ERR5529428,300140,Eurybia_sibirica,4210,Asteraceae,USA,TV135760
CDM:AHG,TROM_V_135941,SAMEA8201106,ERX5309890,ERR5529429,153025,Silene_menziesii,3568,Caryophyllaceae,USA,TV135941
CDM:AGW,TROM_V_135946,SAMEA8201109,ERX5309891,ERR5529430,2005314,Stellaria_alaskana,3568,Caryophyllaceae,USA,TV135946
BXA:CGQ,TROM_V_300259,SAMEA8201762,ERX5309892,ERR5529431,175028,Androsace_chamaejasme,4335,Primulaceae,USA,TV300259
CDM:AJS,TROM_V_135791,SAMEA8201032,ERX5309893,ERR5529432,57948,Dryas_octopetala,3745,Rosaceae,USA,TV135791
CDM:AIS,TROM_V_201835,SAMEA8201713,ERX5309894,ERR5529433,717482,Betula_nana_subsp_exilis,3514,Betulaceae,USA,TV201835
BXA:CKP,TROM_V_135943,SAMEA8201108,ERX5309895,ERR5529434,669837,Solidago_multiradiata,4210,Asteraceae,USA,TV135943
BXA:CFE,TROM_V_135825,SAMEA8201047,ERX5309896,ERR5529435,90610,Micranthes_reflexa,3792,Saxifragaceae,USA,TV135825
BXA:CFV,TROM_V_300499,SAMEA8201770,ERX5309897,ERR5529436,436200,Arnica_griscomii_subsp_frigida,4210,Asteraceae,USA,TV300499
CDM:AFD,TROM_V_135863,SAMEA8201069,ERX5309898,ERR5529437,164833,Anticlea_elegans,50362,Melanthiaceae,USA,TV135863
CDM:AFP,TROM_V_135919,SAMEA8201095,ERX5309899,ERR5529438,395305,Potentilla_uniflora,3745,Rosaceae,USA,TV135919
CDM:AIR,TROM_V_201503,SAMEA8201705,ERX5309900,ERR5529439,669668,Dryas_ajanensis,3745,Rosaceae,USA,TV201503
CDM:AMI,TROM_V_201872,SAMEA8201717,ERX5309901,ERR5529440,669754,Papaver_mcconnellii,3465,Papaveraceae,USA,TV201872
CDM:AMO,TROM_V_201900,SAMEA8201721,ERX5309902,ERR5529441,395294,Oxytropis_borealis,3803,Fabaceae,USA,TV201900
BXA:CFA,TROM_V_135832,SAMEA8201052,ERX5309903,ERR5529442,395296,Packera_heterophylla,4210,Asteraceae,USA,TV135832
BXA:CMP,TROM_V_201619,SAMEA8201710,ERX5309904,ERR5529443,2065924,Polemonium_villosissimum,24584,Polemoniaceae,USA,TV201619
CDM:AMN,TROM_V_201898,SAMEA8201719,ERX5309905,ERR5529444,180084,Oxytropis_bryophila,3803,Fabaceae,USA,TV201898
CDM:AHM,TROM_V_201845,SAMEA8201714,ERX5309906,ERR5529445,102724,Saxifraga_flagellaris,3792,Saxifragaceae,USA,TV201845
BXA:CKF,TROM_V_300667,SAMEA8201774,ERX5309907,ERR5529446,1301344,Astragalus_nutzotinensis,3803,Fabaceae,USA,TV300667
BXA:CKZ,TROM_V_135786,SAMEA8201028,ERX5309908,ERR5529447,171818,Draba_lonchocarpa,3700,Brassicaceae,USA,TV135786
BXA:CLL,TROM_V_135727,SAMEA8200995,ERX5309909,ERR5529448,435792,Leymus_innovatus,4479,Poaceae,USA,TV135727
BXA:CFO,TROM_V_135799,SAMEA8201036,ERX5309910,ERR5529449,1233961,Erigeron_elatus,4210,Asteraceae,USA,TV135799
BXA:CGO,TROM_V_135734,SAMEA8200999,ERX5309911,ERR5529450,157971,Aconitum_delphiniifolium,3440,Ranunculaceae,USA,TV135734
CDM:AFQ,TROM_V_135914,SAMEA8201092,ERX5309912,ERR5529451,669814,Salix_pulchra,3688,Salicaceae,USA,TV135914
CDM:AFS,TROM_V_135789,SAMEA8201031,ERX5309913,ERR5529452,48231,Dryas_drummondii,3745,Rosaceae,USA,TV135789
CDM:AKO,TROM_V_135708,SAMEA8200990,ERX5309914,ERR5529453,140850,Carex_podocarpa,4609,Cyperaceae,USA,TV135708
CDM:AFT,TROM_V_135773,SAMEA8201021,ERX5309915,ERR5529454,675741,Claytonia_eschscholtzii,703407,Montiaceae,USA,TV135773
CDM:AIQ,TROM_V_201494,SAMEA8201704,ERX5309916,ERR5529455,395290,Dryas_integrifolia,3745,Rosaceae,USA,TV201494
BXA:CLG,TROM_V_135750,SAMEA8201009,ERX5309917,ERR5529456,61250,Campanula_lasiocarpa,4381,Campanulaceae,USA,TV135750
BXA:CFP,TROM_V_300465,SAMEA8201769,ERX5309918,ERR5529457,669626,Eremogone_capillaris,3568,Caryophyllaceae,USA,TV300465
BXA:CFU,TROM_V_300960,SAMEA8201775,ERX5309919,ERR5529458,1301349,Bupleurum_arcticum,4037,Apiaceae,USA,TV300960
BXA:CIE,TROM_V_152065,SAMEA8201326,ERX5309920,ERR5529459,4451,Sagittaria_sagittifolia,4449,Alismataceae,Denmark,TV152065
BXA:CFF,TROM_V_135823,SAMEA8201046,ERX5309921,ERR5529460,90604,Micranthes_lyallii,3792,Saxifragaceae,USA,TV135823
BXA:CFY,TROM_V_135942,SAMEA8201107,ERX5309922,ERR5529461,225663,Smelowskia_borealis,3700,Brassicaceae,USA,TV135942
BXA:CGE,TROM_V_135912,SAMEA8201090,ERX5309923,ERR5529462,669813,Salix_phlebophylla,3688,Salicaceae,USA,TV135912
CDM:ADB,TROM_V_135798,SAMEA8201035,ERX5309924,ERR5529463,2042663,Erigeron_denalii,4210,Asteraceae,USA,TV135798
CDM:AFF,TROM_V_135840,SAMEA8201058,ERX5309925,ERR5529464,345538,Parrya_nudicaulis,3700,Brassicaceae,USA,TV135840
CDM:AFY,TROM_V_201899,SAMEA8201720,ERX5309926,ERR5529465,2005307,Oxytropis_huddelsonii,3803,Fabaceae,USA,TV201899
CDM:AHK,TROM_V_201527,SAMEA8201707,ERX5309927,ERR5529466,669723,Sabulina_elegans,3568,Caryophyllaceae,USA,TV201527
BXA:CGR,TROM_V_300277,SAMEA8201763,ERX5309928,ERR5529467,669618,Anemone_multiceps,3440,Ranunculaceae,USA,TV300277
CDM:ALD,TROM_V_135800,SAMEA8201037,ERX5309929,ERR5529468,669684,Erigeron_hyperboreus,4210,Asteraceae,USA,TV135800
BXA:CCN,TROM_V_135719,SAMEA8200994,ERX5309930,ERR5529469,189571,Selaginella_sibirica,3245,Selaginellaceae,USA,TV135719
BXA:CJP,TROM_V_201537,SAMEA8201708,ERX5309931,ERR5529470,311943,Draba_juvenilis,3700,Brassicaceae,USA,TV201537
